@relation LSST_TRAIN_channel_4

@attribute channel_4_0 numeric
@attribute channel_4_1 numeric
@attribute channel_4_2 numeric
@attribute channel_4_3 numeric
@attribute channel_4_4 numeric
@attribute channel_4_5 numeric
@attribute channel_4_6 numeric
@attribute channel_4_7 numeric
@attribute channel_4_8 numeric
@attribute channel_4_9 numeric
@attribute channel_4_10 numeric
@attribute channel_4_11 numeric
@attribute channel_4_12 numeric
@attribute channel_4_13 numeric
@attribute channel_4_14 numeric
@attribute channel_4_15 numeric
@attribute channel_4_16 numeric
@attribute channel_4_17 numeric
@attribute channel_4_18 numeric
@attribute channel_4_19 numeric
@attribute channel_4_20 numeric
@attribute channel_4_21 numeric
@attribute channel_4_22 numeric
@attribute channel_4_23 numeric
@attribute channel_4_24 numeric
@attribute channel_4_25 numeric
@attribute channel_4_26 numeric
@attribute channel_4_27 numeric
@attribute channel_4_28 numeric
@attribute channel_4_29 numeric
@attribute channel_4_30 numeric
@attribute channel_4_31 numeric
@attribute channel_4_32 numeric
@attribute channel_4_33 numeric
@attribute channel_4_34 numeric
@attribute channel_4_35 numeric
@attribute target {6,15,16,42,52,53,62,64,65,67,88,90,92,95}

@data
28.095,8.6845,0.39272,4.809,-13.1,4.4689,5.5735,-0.002263,9.4139,-9.9136,-11.874,15.377,7.6761,-48.18,-40.763,-13.244,0.41055,5.4551,14.096,-8.1422,8.7265,-3.0676,-26.745,45.975,2.8555,-21.904,-0.63155,10.548,-4.678,8.3954,-18.562,-23.98,23.081,5.1597,-0.35508,-1.1634,15
41.873,-21.118,1.9045,30.572,9.23,4.3872,40.052,12.057,-17.004,126.2,177.54,203.68,263.52,198.47,47.803,-3.861,31.709,9.8112,-0.30071,13.733,-3.9113,8.0556,4.0486,-15.935,-6.1233,-28.826,-17.912,3.6811,-29.493,-10.81,-5.0266,22.96,20.212,-16.468,9.5411,4.7867,15
-9.1516,-18.184,-2.7476,3.5369,-11.392,-13.531,-3.0008,-5.002,5.4119,23.305,-25.877,-5.6231,54.698,-41.51,42.361,66.606,-216.8,403.88,1569.6,1661.8,1341.4,1256,985.6,781.6,501.45,68.738,-15.399,18.493,-35.98,4.0852,18.052,-9.7203,2.0948,5.4037,9.987,14.53,15
-13.593,2.2393,-2.9209,-0.073563,53.982,74.06,41.283,35.443,34.559,1.4336,-12.37,-5.9655,-6.684,13.729,19.554,-12.656,-1.8694,18.093,-4.5572,3.3834,28.317,22.298,7.5108,-7.1076,-14.548,-7.0353,3.0592,12.768,14.425,4.5092,12.993,9.1901,-19.449,-11.655,-0.61022,-7.9498,15
1.4935,20.992,-50.245,-25.39,61.947,-1.5879,-39.904,2.1362,-1.6622,-39.142,12.454,52.614,-17.021,67.66,165.26,151.89,214.61,168.42,46.174,7.3899,-0.12652,8.2687,-0.82323,7.8799,6.5145,-5.906,-9.9746,-51.244,-44.938,-18.025,-15.625,12.115,18.442,8.4599,-1.0578,-9.5139,15
102.83,92.842,1.23,-4.2365,13.014,11.013,9.638,11.771,-14.625,-19.57,8.4113,-6.1074,-13.547,-13.622,2.8854,-3.2871,0.84456,10.356,0.6203,-17.756,-11.904,7.4055,-2.1212,-1.2426,6.561,16.484,1.2704,-1.4678,17.418,4.818,-7.7097,-0.10781,-7.7217,6.8766,23.746,3.2207,15
2.325,17.393,-4.6211,3.7656,0.88414,-0.35046,-5.1351,-6.6698,11.99,3.7484,26.03,-9.4619,-2.0979,5.4907,-26.278,-0.53967,-3.0414,-1.4093,1.7241,-22.7,1.2342,-14.928,5.2391,11.103,-11.601,9.3244,-11.397,13.016,2.8495,-17.57,70.881,46.815,12.78,20.109,-16.048,8.6695,15
22.418,10.385,-8.8232,29.329,21.271,-6.2447,10.665,-1.5323,5.4315,-4.5085,-25.404,43.386,21.923,7.4446,20.369,-4.1975,6.0247,-2.4353,12.198,9.1798,-11.626,-14.074,9.0446,-5.9931,3.1658,13.554,-24.802,-1.342,3.9243,-11.515,-15.166,-6.0808,-29.227,-16.353,20.961,-4.4098,15
5.3249,5.9701,6.3627,-4.6939,-7.0836,-7.8912,-17.742,9.35,-2.9355,-45.523,-17.232,-15.925,-31.785,-1.7198,1.4514,-1.498,9.3966,1.3631,-8.6846,-2.4938,12.035,9.4337,-4.533,45.351,114.37,52.625,-30.593,-8.4366,9.7173,0.98075,-5.2039,-16.265,3.9429,20.686,-10.707,-23.91,15
10.643,4.9053,5.4417,-18.666,-1.6554,-11.13,-24.87,5.492,-50.646,-30.303,13.885,-22.744,-21.361,12.922,2.4683,-31.477,-5.2496,21.847,9.0265,13.126,1.9033,-12.676,-10.753,-16.297,27.822,12.087,1.4481,22.274,-10.067,0.076195,-3.1308,-7.3699,10.383,52.434,127.68,96.419,15
-6.6455,2.1004,4.2681,-4.8684,-10.47,-5.5465,-3.5465,-9.6909,-8.221,4.5885,7.2479,-5.2795,-1.9253,34.13,68.227,59.82,20.479,-6.8023,-7.5062,-3.0284,-8.9325,-15.442,-10.348,0.26963,3.3247,-0.46045,-0.20016,4.0174,0.12603,-11.376,-10.887,10.466,31.761,29.817,11.325,-0.72251,15
-8.2397,-0.72406,28.544,-23.361,31.439,11.734,9.1008,19.15,-35.804,-9.7082,4.5697,-2.6117,4.1036,2.3817,-3.2006,6.4463,-1.1794,-0.84003,17.045,6.4412,-6.7142,-32.597,-8.4412,0.53751,7.1712,-7.2694,54.669,80.079,37.911,66.537,22.156,-14.76,-13.26,-5.9465,15.211,-2.494,15
-5.5338,-13.488,-14.997,-9.9568,-0.15303,15.728,20.855,4.0862,-1.7607,26.51,53.633,47.623,25.623,15.034,21.95,31.675,28.212,21.851,24.536,18.974,4.0516,4.5222,11.943,5.7925,-1.1956,-2.7595,-4.6884,-0.3163,-3.9528,-25.015,-22.996,7.123,12.352,-4.7954,-3.1738,4.9802,15
-0.3235,-2.2019,-2.8978,-6.4638,-10.172,-3.4353,5.6417,5.7223,7.4852,10.768,2.8546,-7.357,-11.858,-12.219,-5.1157,-3.1032,-3.205,10.309,-0.34892,-29.75,-4.3955,32.691,18.7,23.741,43.83,10.99,-7.9871,17.533,14.059,-5.2461,-7.4273,-13.022,-6.5813,7.0638,-5.4432,-14.068,15
-8.1629,-22.355,-21.035,2.7181,11.97,-8.8337,2.0625,70.459,104.74,55.406,5.6546,6.8455,12.466,2.4354,1.1905,6.8473,2.9975,-9.1417,-14.939,-3.9473,9.3022,9.6889,11.303,13.075,-3.5528,-12.943,6.4153,15.036,-2.1975,-9.424,-4.8909,-3.0009,7.2946,14.189,0.78938,-7.8903,15
-8.0012,-23.033,-18.552,-0.52552,-6.1174,-12.182,-3.0841,-7.2361,-5.2019,9.4145,9.3827,3.7326,-5.8857,-7.5519,49.647,114.97,118.67,123.44,118.13,64.984,11.162,9.4904,23.545,2.8487,6.6058,-2.1599,7.3297,27.991,-0.58479,9.8628,4.9749,-38.587,-18.828,-2.2131,-12.414,1.2494,15
-16.876,-1.0649,-7.3508,-6.9074,105.24,281.85,307.93,131.07,-27.646,-17.262,43.81,26.397,-18.925,-21.12,-6.4321,-2.9722,4.8923,12.426,-3.0258,-22.211,-9.0707,16.12,9.3304,-13.591,-13.613,-7.3261,-9.2754,7.0981,28.595,17.911,5.6852,21.74,29.049,16.257,11.607,9.6075,15
12.118,-4.1883,1.3952,11.025,-6.8255,-8.1138,3.2063,9.5774,32.466,30.042,-18.797,-28.663,14.154,42.405,47.499,38.453,19.793,18.285,15.156,1.9034,10.066,0.63387,-11.245,0.7824,-11.928,0.16845,22.886,2.3742,-10.048,-17.671,-11.496,4.584,3.4094,14.808,7.4828,-10.87,15
-9.7395,-0.68796,-7.5513,13.409,8.5236,-0.18739,9.2142,-0.01899,14.872,-19.615,4.413,-16.357,10.232,345.46,362.13,285.54,135.37,14.098,32.973,-16.459,-9.3281,-5.7962,-0.55696,-10.653,-14.45,2.1346,-41.705,1.1153,15.172,-7.5838,4.5327,7.276,11.963,-8.6795,-4.2956,5.8388,15
-18.688,-17.738,-6.1472,-15.548,51.413,206.08,135.99,-27.532,0.66564,4.8601,-20.577,-3.2838,18.633,8.4582,9.6483,-7.1204,-17.487,17.74,-6.5055,-21.611,12.277,37.605,-0.21241,-0.085454,9.9977,-20.745,-15.339,4.0346,15.753,-11.663,13.169,-9.7502,-29.426,4.5558,-7.3809,-0.44918,15
-5.4233,-4.7409,12.169,-2.9788,-11.836,-0.46314,-13.081,-4.8447,6.0691,-7.8732,-1.7915,22.558,22.841,1.9716,-6.4592,-3.3917,5.1822,-10.482,-23.637,-2.2156,-1.0154,9.3187,4.8965,-26.148,-0.51801,15.825,-23.11,-38.368,4.7144,-3.2845,-2.1449,68.963,32.866,0.58302,5.9451,-21.476,15
-18.987,12.324,7.3985,-7.0347,1.4701,-4.6241,2.9763,4.5859,-8.73,-24.134,-2.6327,31.884,-6.9598,-18.585,18.405,4.3879,-9.4673,4.1623,0.5975,-6.1694,2.4583,0.32391,-14.382,-0.056966,39.719,32.055,-9.18,-6.072,4.1452,-4.7165,1.5348,5.976,-2.1723,-2.8855,1.6836,1.2757,15
-12.102,-5.4953,-2.4585,-10.895,-13.095,-3.2974,-1.3253,-13.059,-16.038,-1.7536,5.5167,-3.0949,-6.2993,1.0711,9.7438,16.709,3.2895,-23.319,5.2245,90.649,127.15,91.442,68.826,64.736,27.336,-8.6257,1.5516,17.377,5.6909,-4.953,5.4535,20.169,20.942,8.289,-3.2538,-3.9329,15
5.3674,2.6914,1.3781,-9.3062,-30.265,-22.502,2.1509,-7.1137,-2.3393,6.6386,-36.468,39.287,252.74,321.95,235.3,188.64,198.86,179.47,101.14,24.546,4.2605,5.1986,-7.6944,-5.5449,-0.37165,-3.4661,18.534,14.303,0.50116,29.019,18.218,1.1576,12.935,-11.678,-8.1963,17.345,15
18.695,9.8444,6.2339,7.4614,2.3382,-4.0901,-0.035391,16.248,0.46076,-5.8538,32.034,28.435,8.4604,2.3946,-15.824,-4.2945,17.028,21.935,-14.634,-18.991,11.165,-7.683,-14.767,7.2867,19.561,-4.955,-18.643,25.454,51.019,63.812,100.61,65.553,3.9463,1.9661,11.8,7.2996,15
46.283,45.499,50.349,51.833,10.165,-16.182,-0.55949,5.1045,-5.3646,-4.2199,2.7775,3.4737,6.3057,8.9436,3.0353,-6.3156,-6.8398,7.8368,12.524,3.9788,7.7206,1.0295,-3.8402,33.251,45.397,3.3768,-0.90248,30.19,15.48,-7.6014,14.304,20.667,-5.5826,-3.8266,14.506,10.263,15
-7.0708,-4.2315,12.046,-4.0838,-12.473,13.349,5.2981,-8.9298,-10.718,-11.414,24.478,46.411,25.713,16.604,0.74735,-23.166,5.765,26.982,8.7703,18.024,19.96,-0.37701,-18.778,-15.648,33.573,37.896,-19.922,-17.861,6.5935,-18.435,3.7227,38.781,-0.42832,-21.721,-19.412,-20.502,15
-10.044,2.9721,-3.0686,-20.323,-8.423,9.4177,-3.6041,-13.963,7.9079,20.903,-2.5725,-18.353,1.7984,20.231,15.375,6.5617,1.0439,2.8728,13.855,6.9442,-15.257,-11.962,2.074,-8.7084,-16.808,-4.1206,-3.2444,-14.661,-1.1201,46.449,90.875,79.469,21.248,-3.2851,22.736,27.336,15
3.3873,23.071,26.136,-1.6065,5.447,-0.23236,-10.637,18.521,16.682,5.6904,2.6498,-1.198,-0.41668,-14.977,6.7627,8.8099,-5.1639,12.909,-11.128,-14.017,8.7516,-24.673,-11.18,-14.054,4.0692,125.28,123.06,168.67,161.61,169.57,85.603,-34.625,-8.302,4.082,32.27,0.97997,15
57.261,60.86,31.834,34.352,38.132,21.336,15.721,15.113,25.05,24.304,-7.9408,-7.2067,9.1038,-4.6934,-4.634,5.429,5.7775,20.655,11.418,-15.122,5.4939,-1.3159,-29.475,5.0922,11.596,-21.154,-4.2443,12.331,-4.4293,-2.5308,2.9066,3.8479,16.186,6.0428,-5.7138,1.4045,15
-9.239,4.198,0.97785,0.89979,-3.3884,5.6558,24.834,-0.90494,4.8608,12.653,3.7141,12.581,8.1982,-7.1464,-29.655,-2.2875,11.052,-6.3477,9.0075,3.0268,3.5791,2.9648,-8.2126,12.369,-11.818,-18.814,137.02,297.94,327.12,343.81,322.26,260.09,238.42,117.42,28.614,44.732,15
5.1131,8.0279,14.457,13.669,5.9261,1.487,-22.32,26.288,-7.9427,6.0305,-14.401,-2.7635,-14.243,8.1849,14.446,-8.5359,15.795,7.6178,11.328,-14.306,11.885,4.6538,43.274,103.73,93.971,113.15,123.16,150.27,142.05,132.24,52.104,27.836,30.09,14.482,11.333,-1.8426,15
100.73,87.752,58.002,40.506,30.366,39.734,23.451,16.16,2.5331,13.123,15.444,-12.209,-6.6626,5.4861,22.933,22.146,-8.9991,-18.422,-9.8756,-0.71158,7.4414,-2.2186,-8.5369,21.503,19.921,-24.22,-16.083,6.7307,-7.6926,-3.1168,6.8527,5.6016,8.0892,-19.699,-3.945,30.012,15
