@relation LSST_TRAIN_channel_5

@attribute channel_5_0 numeric
@attribute channel_5_1 numeric
@attribute channel_5_2 numeric
@attribute channel_5_3 numeric
@attribute channel_5_4 numeric
@attribute channel_5_5 numeric
@attribute channel_5_6 numeric
@attribute channel_5_7 numeric
@attribute channel_5_8 numeric
@attribute channel_5_9 numeric
@attribute channel_5_10 numeric
@attribute channel_5_11 numeric
@attribute channel_5_12 numeric
@attribute channel_5_13 numeric
@attribute channel_5_14 numeric
@attribute channel_5_15 numeric
@attribute channel_5_16 numeric
@attribute channel_5_17 numeric
@attribute channel_5_18 numeric
@attribute channel_5_19 numeric
@attribute channel_5_20 numeric
@attribute channel_5_21 numeric
@attribute channel_5_22 numeric
@attribute channel_5_23 numeric
@attribute channel_5_24 numeric
@attribute channel_5_25 numeric
@attribute channel_5_26 numeric
@attribute channel_5_27 numeric
@attribute channel_5_28 numeric
@attribute channel_5_29 numeric
@attribute channel_5_30 numeric
@attribute channel_5_31 numeric
@attribute channel_5_32 numeric
@attribute channel_5_33 numeric
@attribute channel_5_34 numeric
@attribute channel_5_35 numeric
@attribute target {6,15,16,42,52,53,62,64,65,67,88,90,92,95}

@data
216,345.85,349.15,421.62,474.75,534.84,642.05,683.11,787.92,871.35,1025.7,1014.5,1271.5,1005.9,258.44,327.34,225.83,227.7,176.21,154.99,119.94,118.98,106.91,87.173,10.232,14.381,10.814,7.7162,0.085133,6.4905,11.641,14.318,7.9511,-4.6469,3.8847,6.886,6
-1.3739,3.3603,29.472,242.61,235.48,258.49,314.84,239.77,817.21,1037.9,1605.5,1897.5,2340.9,2553.2,2762.4,2842.2,3189.1,8244,9997.9,11972,17819,25249,28451,31536,31691,34967,36988,36236,38783,31582,10083,12481,9246.3,9226.2,7211.8,7005.4,6
-228.05,-270.85,-266.17,-249.68,-242.68,-237.93,-224.26,-211.97,-220.39,-252.83,-291.51,-317.48,-328.84,-333.5,-332.92,-319.67,-290.99,-259.1,-243.32,-251.64,-271.3,-278.98,-261.95,-230.92,-212.25,-224.5,-260.16,-288.8,-286.53,-260.87,-246.53,-268,-304.25,-301.36,-224.72,-101.45,6
15.74,4.7967,3.1814,-3.1514,-0.11704,-3.8785,5.1512,0.30566,-8.4899,1.5772,-5.1235,20.668,85.634,77.182,59.138,52.628,43.629,25.375,23.774,15.705,11.729,11.874,13.303,-12.702,-14.772,3.5623,-1.7795,0.57942,-4.9994,8.7384,0.57482,-2.1673,-2.3501,0.78247,-2.4792,-2.4089,15
7.7447,15.439,-76.777,11.721,-51.466,-10.726,-8.7385,20.756,2.9477,8.9084,-35.306,7.7974,-3.5645,20.894,30.683,-3.01,62.232,-11.103,1.8245,5.0578,25.911,-28.387,-1.0218,-40.658,-2.42,-8.9817,4.8186,21.601,72.159,-13.746,2.0437,3.3845,19.69,-21.157,-6.9589,13.226,15
54.61,24.151,-48.972,-11.325,-21.591,-44.608,1.8718,-19.781,-8.1269,18.526,-15.589,-7.3552,12.878,-0.99476,21.482,25.264,10.329,36.305,-16.08,42.281,73.446,-49.085,-0.3365,27.953,22.246,39.42,36.867,103.3,104.36,31.518,26.477,11.921,-18.664,0.323,14.908,8.8169,15
-39.516,64.758,12.425,-12.017,1.8661,-24.723,24.409,-23.292,-10.778,27.928,133.45,4.737,-15.477,23.189,14.406,-39.477,-11.182,-29.287,-20.175,31.575,-9.7649,24.174,56.326,-71.55,-68.052,95.656,227.63,198.75,241.5,234.12,229.56,134.4,92.643,17.254,45.361,74.591,15
-62.785,1.3576,26.686,30.612,7.8793,16.778,73.951,52.172,38.103,-21.502,-10.918,52.736,43.786,-11.877,1.5849,20.698,-68.308,18.728,7.8116,-33.356,-6.7181,-103.58,-54.816,-12.673,16.299,30.254,-0.064809,-11.016,-20.476,1.1234,-14.152,-7.479,5.132,-31.91,29.327,76.493,15
7.6549,43.213,42.346,-4.0212,-23.803,-3.1808,14.164,17.278,27.715,35.437,13.559,-5.3991,-5.6289,-34.661,-57.948,-25.716,-8.2497,-29.454,-25.038,14.719,26.611,-24.023,-36.837,16.213,-11.805,-61.009,1.176,23.281,-47.19,-48.152,12.509,15.696,-24.655,6.3892,94.49,82.5,15
37.038,21.159,-7.8364,37.49,-32.54,3.7912,8.2144,-18.983,-67.658,19.952,27.194,-12.368,-51.402,-18.723,-16.761,-3.3537,25.076,3.6751,-9.1554,11.94,-22.337,-39.096,3.6566,-48.518,3.2097,16.629,-24.365,-18.698,-79.843,1.9646,-6.8108,-37.191,22.924,-9.7636,-2.182,-12.446,15
-12.302,6.0988,-45.365,23.336,-20.681,-24.661,46.784,12.286,101.9,-6.4023,-1.8904,164.8,99.269,140.02,132.86,76.211,76.567,107.82,32.145,-26.586,71.897,44.746,-5.2071,-33.178,44.662,-6.5817,29.792,54.828,1.2905,72.599,-25.457,-21.965,18.384,-36.106,24.712,-18.878,15
-0.75002,5.5397,26.12,0.028,-38.327,-5.7936,36.363,64.604,45.867,-37.245,81.729,382.2,423.5,210.97,54.93,0.18005,-11.762,-6.4597,17.926,36.12,-0.31869,-11.26,25.541,8.4743,-25.677,-22.035,-17.326,-2.0114,14.768,10.064,32.052,58.22,10.15,-46.158,-18.785,15.545,15
-9.5331,17.438,18.505,-13.925,2.0451,54.016,56.681,27.043,38.675,53.653,16.42,-5.9416,8.6332,-1.795,-8.8805,27.171,50.848,38.008,23.757,8.7256,9.4176,21.243,0.33088,2.684,20.745,8.8743,27.599,10.538,-24.577,23.855,27.574,2.1331,28.61,10.444,-10.677,5.2801,15
-26.71,-33.003,99.024,77.533,-20.022,21.151,37.356,39.48,41.654,107.56,200.26,192.14,132.94,111.66,143.8,94.736,18.819,-9.0917,-21.942,16.816,28.484,19.258,9.1735,-17.31,-4.1047,21.911,7.0152,-38.006,-8.074,13.256,-17.126,39.514,38.542,-51.431,-40.558,7.1992,15
121.7,-1.0943,2.5732,37.807,4.1319,-24.322,-6.0465,-10.052,-13.992,70.419,3.4364,-3.6458,14.465,4.7559,-8.4862,22.256,-15.163,-27.181,-9.5985,-21.72,-5.7295,-0.39825,14.183,-0.24784,13.157,6.1076,20.319,-19.199,-6.8352,-99.972,14.326,-5.7972,-16.114,0.085243,-1.6935,-2.3323,15
12.149,3.4133,-4.1948,19.765,16.146,-22.117,-54.714,-12.179,-11.207,-1.9896,42.071,0.30424,-19.098,10.325,2.9837,-16.811,34.47,46.58,53.46,-54.023,13.32,-2.2422,19.111,32.267,-3.3727,24.375,-40.646,51.833,26.268,-93.382,52.115,56.318,74.145,41.42,-5.0133,-2.5608,15
6.8569,-9.8712,-17.652,23.166,16.327,-42.047,-38.934,-29.908,-0.19141,12.804,-24.059,49.29,49.396,-4.1843,77.775,12.766,-5.9867,12.425,28.017,15.929,-5.1287,-7.8881,-45.782,6.481,-12.122,39.628,56.807,47.005,-22.519,-11.121,14.864,-18.152,-17.256,-10.677,-2.413,-32.467,15
-15.383,-6.8608,7.3057,-19.685,11.811,55.608,-58.813,-101.74,2.5077,-10.033,-28.697,45.726,29.309,-22.979,-1.3402,-7.139,-22.927,-4.3216,-20.095,29.291,72.811,-60.864,-135.93,-73.749,-19.795,36.152,27.796,-19.34,5.1981,16.941,-27.687,-48.94,-27.69,-1.554,11.029,9.2197,15
-24.087,-13.288,80.235,29.414,6.5142,7.9008,1.7553,-8.0662,55.821,18.204,-21.703,22.01,9.7299,19.02,14.388,2.5412,22.27,-29.906,-1.1885,2.5836,2.0133,31.163,15.979,64.303,-33.396,31.295,-12.666,14.667,-44.73,-35.862,-31.895,96.631,216.13,71.411,72.676,85.293,15
-7.0726,-12.511,-13.909,6.4884,45.837,58.833,23.018,-12.18,-2.3189,23.885,24.464,6.3732,-4.3474,0.74565,11.181,3.491,-29.318,-51.658,-30.548,5.5384,4.009,-25.282,-21.377,20.884,34.377,-0.41951,-20.246,-1.8274,6.888,-3.1663,0.44397,5.8096,-6.2116,-5.5913,16.325,19.57,15
-52.632,-44.56,-18.9,-25.584,-2.8136,26.629,-22.041,-3.6167,52.795,4.6517,29.784,56.746,17.019,17.595,-27.385,14.282,27.942,9.2758,21.082,14.404,25.056,48.18,47.533,-34.252,-22.928,70.472,66.649,39.095,18.46,55.971,-3.215,3.1484,41.667,8.7548,67.132,17.826,15
-36.11,-10.685,39.927,-8.0621,-55.623,-19.607,-5.3986,-1.458,20.244,29.085,26.287,3.0249,-12.211,21.075,58.445,33.982,-15.08,-2.2279,34.186,-2.9905,-4.1894,71.562,48.687,-26.166,-34.882,-11.071,17.121,15.34,-20.743,-43.309,-36.512,-13.244,13.961,16.124,-9.5363,-15.049,15
54.552,91.231,17.013,-29.571,9.5718,12.177,-16.118,-30.092,-8.3421,42.327,31.438,-20.756,-6.4739,26.302,39.104,33.571,6.845,10.61,1.5504,-16.544,16.156,32.002,22.499,35.883,18.263,-2.8422,-7.1955,-38.753,-0.36376,56.935,10.342,-13.529,16.825,3.7972,9.2303,27.29,15
-13.955,1.3388,-2.8132,-28.887,50.78,-25.547,174.89,232.73,199.73,86.639,4.792,5.3689,-3.0444,16.485,-38.203,24.767,8.9905,36.338,-7.1865,-50.072,-22.294,28.073,-17.547,-39.929,-48.65,-17.854,32.712,1.2467,-38.932,-2.7831,11.762,31.267,60.973,-16.07,10.597,0.89849,15
29.368,12.497,-2.9012,4.9727,19.608,-8.8562,-40.856,5.049,5.0318,-32.081,-9.0616,-10.975,-3.5516,10.167,-29.734,-4.2849,4.7874,38.514,65.78,117.3,118.26,41.162,90.426,60.603,14.042,36.402,1.8208,0.028951,35.85,40.194,31.348,1.1327,-4.4785,21.218,17.685,-0.5494,15
-14.125,-0.92386,44.296,113.19,171.25,179.49,126.94,43.261,-22.934,-41.786,-22.045,3.089,8.0127,-5.6847,-17.124,-9.957,11.655,28.226,24.3,3.2192,-15.9,-15.531,4.961,29.963,42.406,37.502,22.866,7.8132,-4.7246,-15.936,-24.211,-24.792,-15.843,-2.7181,5.5,4.993,15
-9.6814,16.244,37.068,20.162,-9.4333,-17.81,-7.7597,13.542,40.196,38.79,-4.9816,-33.338,2.0192,42.772,18.397,-15.982,17.355,56.221,29.082,11.024,37.962,14.975,-49.743,-51.14,-4.5711,11.647,-31.962,-91.094,-40.858,72.439,8.0906,-150.68,-104.83,19.889,-18.511,-63.536,15
13.826,-12.812,-1.6835,-8.2856,-25.628,18.778,66.58,-14.469,14.25,-2.5724,14.172,19.115,20.981,43.984,362.48,349.89,103.55,101.3,20.379,74.373,-2.6539,-30.743,-18.857,-29.06,-70.597,-33.419,-9.9381,-35.326,-6.2319,35.374,27.644,4.0963,-12.25,-19.803,23.648,-0.63321,15
12.729,-10.356,29.539,-36.907,-2.0077,166.08,140.66,103.92,115.14,191.31,71.247,-29.472,-14.827,25.207,1.4524,-23.353,6.0565,-13.211,5.5498,-0.417,3.7464,9.0329,-20.528,27.111,18.782,6.7583,-15.177,-13.696,-6.6133,-53.077,25.875,58.264,-5.9052,-2.3803,25.253,19.031,15
-17.448,-29.043,-96.636,6.1352,44.968,0.56328,-0.40736,-0.32327,72.6,-5.108,-9.2671,15.125,-15.29,-11.721,-12.228,-5.4465,-29.887,17.459,68.625,20.762,17.921,-27.743,-18.222,21.897,23.892,5.267,41.01,-29.366,8.143,28.347,2.2848,18.09,2.3068,35.103,96.53,-31.099,15
81.537,-23.202,-88.163,-29.696,0.161,-23.122,-14.613,9.4997,28.507,37.098,5.0396,-14.661,29.182,47.052,-10.066,-34.515,12.787,17.685,-39.702,-33.444,36.005,34.901,-21.443,-16.986,17.27,7.6005,20.537,87.148,76.447,-28.681,-41.906,56.529,73.236,-4.3906,-27.769,-1.3251,15
-72.575,-9.9511,15.416,-19.389,-7.8486,-13.082,-29.717,-6.9881,3.5198,-9.1787,-8.0849,5.7413,25.737,36.826,21.149,12.63,2.0523,-34.967,-26.967,29.966,48.544,72.067,125.31,75.331,0.028193,-2.3982,-44.663,-4.7258,102.86,40.398,-21.546,15.644,3.3284,-8.3672,5.6692,1.6425,15
-4.462,-72.437,-53.701,8.6086,2.7399,3.8596,33.673,62.896,28.554,-26.574,16.68,-5.0933,-38.028,88.578,124.21,92.052,104.05,6.2368,-47.701,7.199,4.1122,-11.328,-8.0968,-6.3727,17.934,20.305,-9.0017,-8.5815,-30.051,-88.453,-60.764,-0.22454,24.051,20.874,-66.884,-91.884,15
22.112,-25.553,-18.665,12.752,13.425,19.354,-3.7224,-9.1596,42.376,52.496,20.723,17.607,-19.591,0.046888,28.468,31.792,52.894,2.9503,-4.9459,30.795,34.076,56.955,-6.1321,37.501,40.494,-13.383,69.404,73.699,103.88,53.704,83.444,29.551,5.0283,32.226,-20.808,35.114,15
4.2545,100.78,3.9162,-10.787,22.823,-34.06,33.354,55.585,6.1101,-2.0557,11.005,-10.498,29.7,21.433,-62.173,-24.252,-9.4296,-21.416,-8.2823,10.857,38.358,24.197,8.2752,23.557,30.475,-37.014,2.5624,37.16,13.578,88.212,23.915,-13.892,74.427,16.219,-3.9662,50.547,15
1.1372,9.1588,-15.445,-18.727,-3.5702,-24.432,-2.9572,52.935,55.787,26.551,7.6793,28.829,28.886,-10.005,4.3477,-7.0862,-31.686,50.389,68.755,-32.386,-63.111,-16.467,6.2537,-12.446,-19.034,4.1519,5.9102,-0.1898,9.5768,-7.526,-40.428,-34.6,-6.7697,-1.0265,-6.8905,-4.0965,15
-41.318,-131.04,-183.63,-166.69,-106.92,-15.361,28.757,-26.888,-76.014,-54.41,-5.0505,47.186,43.863,-19.265,-25.383,4.3282,-22.485,-28.088,18.294,31.022,23.48,13.185,-34.817,-61.667,-23.272,20.38,44.238,62.225,56.004,22.375,-4.5796,9.5499,52.002,60.553,21.06,-5.8867,15
-7.3619,-10.449,19.079,-38.069,-6.0202,6.1404,57.69,-6.186,10.357,-39.97,3.9651,-43.805,-62.59,18.378,-25.823,-6.7853,-6.3262,-3.616,-14.098,-20.82,1.8947,74.506,134.72,133.11,172.01,132.62,138.91,151.05,29.535,4.7619,20.903,22.04,30.497,-17.187,1.4079,-59.089,15
54.636,26.18,0.40483,28.123,39.465,-2.218,-3.8986,27.162,-5.5831,-9.6206,-13.893,7.0189,-5.5987,-21.975,35.52,13.219,10.928,16.946,-27.532,-1.455,2.9446,-27.341,20.927,-6.9922,-80.401,-8.6745,15.648,3.9033,11.521,-57.549,-27.259,-18.194,-102.45,-61.06,20.134,13.919,15
-10.8,-18.124,2.7707,-35.716,-17.497,-5.368,42.473,95.306,2.1864,-6.0589,18.682,23.64,66.131,7.3171,-5.0073,66.685,9.0683,38.081,34.418,5.7547,-49.259,-27.647,-43.449,-50.565,17.961,-14.623,-1.7686,81.92,146.24,324.46,322.05,260.75,285.54,70.821,-7.8386,7.6193,15
-28.079,-0.57429,5.8248,18.681,-17.07,-26.512,41.441,22.06,2.014,-4.6364,-36.467,-18.653,-8.2769,-42.012,-18.482,27.3,19.347,10.293,-0.94361,-9.5849,0.19537,17.356,47.028,61.296,91.102,130.42,80.478,58.304,54.038,10.082,48.672,30.965,10.243,-9.3848,-32.274,10.358,15
60.333,75.287,92.209,53.369,43.724,32.561,9.5518,14.347,-20.77,-3.9209,1.5902,-0.6135,-6.7824,-24.615,34.788,6.2066,17.629,-0.70642,-71.053,-6.1085,-7.0089,0.27055,-1.6003,-8.7633,6.2455,-9.04,-3.2403,-10.713,11.22,-11.71,23.925,5.7681,-9.2566,-6.0881,13.583,35.369,15
3.6517,11.975,2.5896,-11.197,-22.423,-15.163,25.242,7.9005,-46.175,-23.298,14.844,17.216,-5.2489,-22.729,24.156,29.381,-37.034,-14.842,32.714,-20.296,-25.62,53.426,42.462,-5.1325,-23.558,-39.845,20.185,41.062,8.38,45.12,2.6047,-53.011,-0.79887,4.6945,1.0627,22.461,15
40.814,46.028,20.802,-51.216,281.52,759.27,171.9,4.0826,10.573,6.461,110.11,26.205,49.953,3.4548,24.364,-40.505,17.614,34.309,-66.477,12.637,-18.184,-20.333,15.984,49.648,15.345,11.486,16.175,6.315,21.009,23.057,-23.435,24.251,-14.262,-17.336,-14.845,-4.792,15
