@relation LSST_TRAIN_channel_2

@attribute channel_2_0 numeric
@attribute channel_2_1 numeric
@attribute channel_2_2 numeric
@attribute channel_2_3 numeric
@attribute channel_2_4 numeric
@attribute channel_2_5 numeric
@attribute channel_2_6 numeric
@attribute channel_2_7 numeric
@attribute channel_2_8 numeric
@attribute channel_2_9 numeric
@attribute channel_2_10 numeric
@attribute channel_2_11 numeric
@attribute channel_2_12 numeric
@attribute channel_2_13 numeric
@attribute channel_2_14 numeric
@attribute channel_2_15 numeric
@attribute channel_2_16 numeric
@attribute channel_2_17 numeric
@attribute channel_2_18 numeric
@attribute channel_2_19 numeric
@attribute channel_2_20 numeric
@attribute channel_2_21 numeric
@attribute channel_2_22 numeric
@attribute channel_2_23 numeric
@attribute channel_2_24 numeric
@attribute channel_2_25 numeric
@attribute channel_2_26 numeric
@attribute channel_2_27 numeric
@attribute channel_2_28 numeric
@attribute channel_2_29 numeric
@attribute channel_2_30 numeric
@attribute channel_2_31 numeric
@attribute channel_2_32 numeric
@attribute channel_2_33 numeric
@attribute channel_2_34 numeric
@attribute channel_2_35 numeric
@attribute target {6,15,16,42,52,53,62,64,65,67,88,90,92,95}

@data
-12.377,116.34,56.27,-93.537,48.44,292.26,71.1,-272.2,147.6,781.07,158.91,-964.21,206.36,3799.8,5848.3,3716.5,83.19,-1085.4,46.377,665.9,36.72,-352.52,32.899,275.58,23.54,-135.41,13.146,94.075,-3.4726,-40.498,25.685,39.26,-8.3857,-18.568,7.5711,9.7436,6
-2.6147,3.1523,8.7477,7.5778,2.2294,-0.53202,0.75013,2.3828,2.3473,1.9668,1.0932,-1.0197,-1.1503,3.2142,4.8756,-0.50364,-2.8889,2.5484,3.1497,-3.2414,1.1724,19.108,29.442,26.287,29.319,45.536,56.259,55.241,66.418,97.474,111.24,92.444,96.655,152.69,178.07,102.31,6
-2.1966,33.044,-11.832,-67.225,33.252,139.52,27.129,-53.289,155.07,235.09,-67.663,-19.91,703.96,928.8,237.59,1029.2,5673.8,12330,16159,14541,9292.8,4015.9,868.56,-150.23,-117.27,37.843,40.07,4.027,3.7101,8.2907,6.6231,6.0281,-2.0991,-14.737,-14.411,-6.5331,6
-0.097423,-0.36604,5.3741,1.6088,-9.5167,-1.2385,4.4499,-4.5231,5.7654,2.677,-9.6908,34.123,43.783,21.056,184.14,439.88,522.04,484.97,364.31,118.87,-31.531,-0.11306,13.544,-11.267,4.151,9.529,-1.4541,3.5928,0.58608,-8.2254,-2.6369,2.5439,-2.1467,-5.335,-2.4006,0.85581,6
1.5822,8.2428,-7.7352,9.8672,73.845,75.164,12.679,-7.2326,3.9433,-3.2285,-3.307,3.8861,-2.0566,-5.3023,-1.2086,0.46278,3.2123,5.8093,3.1072,0.52964,4.5528,10.76,9.5078,2.0986,-3.1586,-4.0452,-3.4828,-3.1069,-1.237,1.0878,-1.8088,-4.5529,2.2025,6.0755,-2.4911,-6.3041,6
1.258,7.9324,5.7004,14.31,32.965,24.49,30.807,93.419,130.71,138.4,204.92,233.32,114.04,3.3139,18.429,41.43,12.523,-0.42482,6.6112,-0.87924,-5.8847,4.8627,8.7987,1.6665,6.9184,20.23,14.408,-0.038913,1.7887,6.1482,-4.1129,-13.598,-8.3451,-0.035772,-0.15927,-1.9858,6
-17.231,-44.323,-33.275,2.0946,6.9652,-2.6573,12.852,16.666,-21.469,-48.89,-31.043,-6.8025,-11.673,-19.741,2.6611,-9.3096,-47.795,-18.11,32.15,-33.636,-69.596,74.649,152.8,4.8288,127.46,1108.9,2503.6,3103.1,2950.5,3597.2,5230.5,6383.2,7395.2,9275.7,9355.6,5034.4,6
212.85,246.18,223.39,249.46,359.7,431.52,363.06,290.91,416.52,633.98,665.91,618.88,942.03,1633.6,1990.9,1512.9,625.14,88.761,47.32,104.81,45.699,-6.0834,25.173,46.728,19.061,3.5802,19.139,24.238,14.637,12.535,10.215,-8.8041,-24.24,-16.733,1.5241,5.1959,6
7.1648,3.1275,-8.9527,-19.216,-11.883,6.2514,11.77,5.839,7.482,5.8077,-11.942,-10.06,21.237,13.271,-38.378,-25.363,40.227,1.2271,-70.121,135.85,572.27,722.17,369.94,-33.898,-82.383,44.692,41.56,-33.873,-19.985,26.525,9.7249,-18.848,-3.1301,14.957,4.3904,-5.4659,6
95.739,147.04,156.32,189.99,202.26,229.51,278.53,292.6,339.69,379.98,439.88,437.47,541.84,432.69,110.73,146.56,98.614,101.01,73.218,64.635,53.347,54.12,50.676,42.965,4.6625,3.7789,6.9566,4.6887,4.8629,4.7111,2.4033,2.2632,4.481,0.93081,3.1747,3.2026,6
620.06,762.47,679.69,779.26,926.76,758.28,795.59,1169.4,889.77,722.28,1569,1075.2,148.9,3573.3,9007.6,10209,8867.7,9124.5,10034,11146,13458,14732,14438,17830,24435,23200,11988,4347.5,5478,6442.6,4835.2,4753.7,5096.4,4854.8,4799.3,2941.6,6
-134.86,-140.83,-122.87,-111.47,-120.45,-136.98,-141.56,-132.33,-123.62,-124.94,-129.75,-126.45,-115.4,-108.91,-115.15,-127.97,-135.23,-133.6,-130.48,-132.24,-135.46,-132.65,-124.18,-119.81,-127.17,-141.13,-147.15,-136.02,-114.08,-98.213,-101.07,-118.26,-130.77,-120.14,-83.191,-35.733,6
0.53151,-0.81727,1.9811,-1.0886,0.12667,2.6142,-3.3009,6.0747,-4.1943,11.572,-18.139,138.8,188.26,132.02,118.84,87.911,78.725,53.473,42.579,34.856,22.785,17.628,12.32,3.1199,-1.6544,0.50048,-0.52058,0.27931,1.5933,-1.1397,0.10207,-0.59547,0.094952,0.27046,1.2161,-0.1037,15
10.326,12.88,9.6253,4.7945,2.9428,3.8085,4.9813,6.0128,6.4749,4.4621,1.2084,1.2203,4.2168,4.62,1.7278,0.61342,1.791,0.54248,-3.3847,-5.1889,-3.197,-0.059409,2.4541,4.3239,5.0704,3.9735,1.2987,-1.9637,-4.7893,-6.0162,-4.7227,-1.5377,1.0122,1.0245,-0.3157,-0.67776,15
-3.6469,0.17823,1.4204,-2.5888,-3.6512,-0.43054,2.2945,3.0215,0.57331,-2.3295,1.6855,1.3912,-3.1793,3.7174,5.8751,-2.3121,5.1042,4.8484,-16.062,-2.2144,9.3586,-42.95,7.9325,302.55,593.43,583.3,374.31,246.41,243.57,220.68,126.7,41.795,12.951,9.7887,5.5443,1.3944,15
3.8051,6.175,9.9971,10.295,3.4859,-4.9718,-3.4177,3.6659,0.7854,-8.1787,-1.9416,12.739,2.3571,-24.114,-0.20703,106.09,239.44,336.52,397.31,436.18,439,419.31,428.99,453.36,394.97,233.05,93.711,75.245,106.89,77.703,8.5576,-12.169,15.818,24.935,1.6646,-10.918,15
-0.99116,-15.934,39,110.33,119.13,124.14,114.93,34.23,-19.439,2.4409,8.0353,-6.7812,-0.41823,2.5975,-0.36602,3.0982,1.0152,-0.54177,2.3842,-0.68241,-2.9279,-0.61025,-0.92813,0.98168,5.1512,1.9696,-4.4508,-3.7542,0.75286,1.6906,-0.33573,-2.3687,-4.0506,-4.4815,-2.5484,-0.40545,15
-5.1618,-6.288,-2.2475,4.2319,7.2059,5.3607,2.8694,2.2585,1.6411,0.004125,-0.33443,1.4523,2.0475,-0.84324,-3.8546,-2.3957,1.6889,2.7375,-0.12574,-2.1375,-0.22053,2.3192,-0.03649,-6.0836,-7.0971,-0.85776,1.5281,-4.5915,-5.25,3.7766,0.8138,-17.734,-12.472,34.327,70.716,48.225,15
0.57383,0.19953,1.0664,2.9039,1.8336,-2.5039,-3.4108,0.95261,2.5014,-0.084835,0.008206,0.97562,-0.001107,1.3646,1.0519,-5.0682,-6.0534,-0.50271,-2.5877,-8.9904,-4.6196,4.8875,5.3029,-0.35029,-1.9061,0.14123,-0.53166,-3.0276,-1.54,1.4593,0.002485,-0.63177,2.9173,-0.41775,-10.229,-9.5055,15
-4.8114,-5.3601,0.89749,-0.82467,-11.462,-2.2726,14.426,-7.9669,-25.052,46.45,134.92,105.41,7.9088,-18.793,10.218,7.7514,-9.7117,1.1428,12.529,0.25443,-10.26,-3.9249,3.0873,0.31328,-4.3671,-2.8639,1.2688,1.8434,1.3308,3.8805,6.1179,5.9969,5.3917,4.0009,1.398,-0.16788,15
0.63061,7.9098,-17.266,7.7827,23.646,-51.81,54.502,324.5,321.63,136.05,95.62,94.254,45.833,31.041,26.525,16.389,15.212,9.8891,6.6102,4.859,1.2084,3.3815,3.5626,1.0765,3.6472,5.6496,1.5014,-0.18974,1.4373,-2.4873,-9.4302,-9.3907,-2.7659,2.1456,2.542,1.0943,15
-9.2328,-10.025,13.769,37.155,41.022,59.255,88.924,67.735,7.3397,-13.715,3.234,4.0602,-5.253,-0.10524,4.3775,-0.82195,-2.6726,-0.15612,0.62462,1.825,3.5654,1.9611,-1.6812,-1.5855,2.7349,4.3474,-0.57371,-5.0323,-2.8965,1.022,0.97725,0.67981,3.8193,5.3392,2.1081,-0.586,15
205.65,251.62,252,272.91,310.98,315.07,283.28,261.85,258.68,223.44,130.29,31.729,-7.0151,5.5677,13.912,1.9311,-3.8606,3.0147,3.6742,-2.7172,-1.9954,2.6016,0.15431,-2.4374,3.6367,9.935,7.1323,0.48613,-1.9252,-1.1146,0.6712,3.0418,3.5769,0.2416,-3.4369,-2.9588,15
97.837,47.735,-6.6055,7.1472,2.8761,-1.892,4.1639,-1.1418,-0.78249,4.2739,2.5387,-3.0019,-5.2713,-2.6749,1.5993,2.278,1.8367,3.4425,2.1269,3.4861,-0.47246,-12.851,-6.9134,6.1744,1.8619,-3.238,-1.9635,-1.2622,0.31377,0.76068,0.02583,1.2779,4.8691,6.2048,1.9836,-1.0838,15
0.97981,1.9815,1.9156,1.6669,2.4868,2.9281,1.3048,-0.78735,-0.62069,0.69556,-1.2227,-4.4573,-2.1566,1.8818,-1.5355,-4.9518,1.4511,4.9454,0.2042,12.658,49.127,74.341,70.637,60.963,56.911,46.148,30.027,21.286,17.31,10.277,5.2788,8.234,12.354,8.8509,1.0013,-2.0721,15
-3.6583,5.4338,9.4302,2.1898,-2.3707,0.1766,-2.5356,-9.5449,-4.4638,8.5637,7.0195,-3.7154,3.5153,23.578,29.628,23.002,18.342,13.553,8.5429,9.1135,8.4429,1.9014,-2.1146,-2.4825,-4.0351,-3.1443,0.85442,1.1867,-1.1225,-0.56134,0.42172,-1.3551,-2.1292,0.7588,3.3394,2.3056,15
2.4882,-0.33008,-1.67,-0.043846,1.1063,1.2297,2.5858,3.0257,-0.92388,-5.1492,-3.0565,0.99268,-3.6265,-8.4165,20.451,97.511,171.65,166.62,81.1,0.17827,-15.759,1.3629,-0.029278,-13.348,-10.225,1.3413,0.40587,-6.7664,-5.1603,1.5719,4.4353,4.9349,5.5355,3.7113,0.10922,-1.1906,15
-2.0915,2.2994,4.8288,3.9576,4.8045,6.0039,2.1401,-2.1569,0.14949,3.5956,1.5447,0.004887,3.7854,5.3342,0.60754,-2.0062,1.6418,2.894,-2.5251,-6.4701,-2.9614,4.205,7.2299,0.97389,-7.4808,-3.2262,7.2182,1.0622,-10.622,1.074,11.518,-13.724,-20.122,51.531,123.01,88.19,15
2.8039,11.954,2.0765,-16.033,-1.8313,48.848,81.438,56.216,6.2845,-13.223,-0.099748,9.5267,2.796,-3.9189,-2.8147,-1.807,-2.6287,0.66548,6.1435,5.9732,0.14693,-4.3664,-4.4328,-2.3578,-0.16292,1.713,2.2776,0.50726,-2.2092,-2.7689,0.68968,5.4228,6.3881,2.5466,-1.5951,-2.0069,15
7.1477,10.33,8.1099,1.2609,-4.1113,-3.9065,-0.85436,0.12943,-0.50032,1.3274,5.257,6.995,5.1684,3.1187,2.3093,0.79204,-1.3751,-1.5734,-1.0242,-3.9546,-7.4958,-1.2556,17.324,35.581,42.312,45.866,64.167,98.264,126.46,127.53,102.76,71.306,48.809,35.562,23.73,10.308,15
-2.7808,-0.52351,-1.0201,-2.5677,-0.67462,0.1101,1.1695,2.5934,-2.3824,0.40987,24.515,44.709,41.198,34.053,37.853,40.6,38.297,40.303,42.188,33.968,24.083,22.243,20.91,12.376,0.71714,-4.749,-1.0859,1.8206,-1.6433,-2.9656,-0.91446,-1.526,-1.9976,-1.2168,-2.7056,-2.7943,15
-1.7688,2.0131,-0.15402,-3.481,2.3865,5.857,-0.86428,-7.1424,-7.6028,-3.124,1.2669,-0.91603,-0.14886,6.5916,2.8896,-4.1063,2.9826,8.3844,0.8839,-3.4906,-0.63045,1.1427,0.7228,-1.7831,-3.459,0.1249,4.6829,5.9502,5.9807,5.4566,4.4147,4.8943,6.5092,6.3473,3.7596,1.0878,15
392.02,396.94,318.31,319.76,252.96,128.59,91.907,85.147,40.845,14.65,13.505,8.6587,4.2326,-2.5666,-8.2111,-1.785,2.1876,-2.4855,-1.9313,4.7512,7.5371,6.784,3.6836,-0.000814,3.295,9.8403,8.3882,1.9135,-1.7997,-3.2478,-1.8853,3.0365,5.7594,3.2343,-0.006601,-0.61309,15
-0.35085,-1.2377,0.51761,1.8955,-2.1059,-5.947,-1.7039,2.7234,-0.60673,2.2731,16.773,13.169,-16.84,-14.82,62.668,159.05,193.9,178.47,172.22,172.59,135.06,65.189,12.498,-2.7812,-0.52975,1.4161,1.3422,0.42076,-0.66858,0.1778,2.6278,3.6086,2.0577,-0.35104,-1.7023,-1.3443,15
0.79634,-9.9764,3.1955,72.383,184.87,279.49,294.7,220.33,106.02,19.171,-10.293,-4.1797,2.5969,1.236,1.7439,4.9343,2.3235,-5.1186,-7.7474,-3.4264,1.3268,3.5905,6.2282,9.5477,9.881,5.6978,0.82614,-2.1573,-4.4892,-6.4254,-4.3767,2.5584,7.1282,3.3858,-3.1892,-3.9053,15
1.8524,0.91072,-0.57223,-0.20209,1.8973,3.4924,2.4717,-0.58732,-1.5896,1.7379,5.4761,6.148,6.5451,8.5897,8.4968,5.856,7.2493,13.452,13.935,3.8039,-4.2436,1.7195,12.159,10.993,1.9603,0.11173,5.6789,6.6351,0.52352,-3.8883,-2.4751,0.23483,0.77989,0.85657,1.5968,1.3275,15
1.5112,9.2296,-0.51391,-17.432,-6.4458,23.001,12.889,-35.695,-33.156,42.299,59.171,-58.014,-124.11,90.447,466.25,604.46,345.35,-11.971,-119.14,-4.0236,71.971,16.631,-41.386,-17.48,22.089,12.509,-12.286,-6.7256,10.861,8.2899,-5.3005,-7.5381,-1.1556,0.54769,-2.0212,-2.0466,15
1.7617,-5.8576,-6.3504,2.2154,5.1644,1.2642,0.37837,1.0005,-0.81394,-0.059019,3.7422,3.2364,-2.1136,-4.8051,-2.7649,-0.44516,1.6501,3.5259,-0.064565,-5.3005,0.44975,11.228,9.491,-0.20991,-4.2895,-6.6195,-9.9968,-5.6441,3.6274,5.2811,-0.94873,-7.0337,-8.448,-4.1124,1.7937,2.7181,15
8.4896,13.186,5.9237,-5.9952,-7.7352,-1.6852,-0.16577,-1.1026,1.8521,-0.20027,-3.8985,0.11448,2.4754,6.8619,5.9249,-9.8175,1.282,13.983,-19.932,-3.3179,71.02,59.776,1.4991,4.8258,19.423,9.4052,4.5898,3.6845,3.4652,4.6961,4.6688,8.6143,10.5,5.9303,2.9547,1.8152,15
-2.6845,-4.4929,-1.719,3.1846,3.7839,-0.1019,-1.9298,0.89051,2.4047,-1.3513,-4.5175,-2.9641,-0.6862,5.8747,23.584,38.393,37.106,40.234,58.952,58.626,23.683,-3.9424,0.99965,10.783,7.685,5.7043,7.6805,3.8313,-1.7992,-2.0909,-1.2314,-2.7624,-4.1215,-4.2083,-3.4122,-1.6515,15
-2.0842,-1.1326,0.093468,0.27351,0.14331,0.50312,-0.45813,-4.1575,-2.8528,2.9653,-1.5693,-6.5566,2.8977,0.68821,-8.8449,14.317,19.393,-29.552,-0.11067,139.25,172.1,40.737,-37.845,2.3286,21.172,-5.1606,-6.4655,3.7199,-2.225,-2.3439,7.0752,7.8594,1.9148,0.70078,4.0141,4.0755,15
-1.8566,2.6124,-2.1357,-9.8426,-5.2086,-0.20966,-9.8128,-6.8977,35.294,80.702,78.172,41.483,19.556,20.716,19.459,8.4158,1.7457,5.4827,10.88,9.5636,3.7441,1.6042,4.8493,6.2177,2.2424,-0.29027,3.8307,9.2975,9.3734,5.0406,-0.23551,-4.4472,-4.1345,2.5162,8.5919,6.3619,15
5.9958,3.6908,1.6531,2.5577,3.5003,2.0517,1.4881,2.6249,2.0769,-1.7937,-4.1413,-1.2323,2.6853,0.95853,-3.1746,-1.889,-0.88466,-9.8323,-9.2514,36.755,119.18,179.23,186.18,172.42,169.56,164.68,142.63,116.41,93.553,62.662,27.452,8.8582,7.4482,3.8903,-5.0918,-6.4836,15
48.278,20.876,-4.4391,6.8636,2.3066,-7.7566,-2.1958,-2.8278,-8.438,-4.0744,2.4349,1.1633,0.50645,5.062,5.7558,-0.62702,-4.6171,0.58855,0.60539,-8.0256,-5.8644,-0.23381,-1.7188,0.48597,0.51723,-1.2021,3.1432,0.27783,-5.025,-2.104,-1.5725,-0.57235,3.2829,-0.36745,-5.386,-3.2979,15
-2.8847,-8.9263,-8.847,-1.135,3.8458,1.1703,-0.92017,4.1403,11.794,15.639,16.161,16.183,14.445,9.2474,4.4308,4.7987,8.1357,8.3873,4.4335,1.0674,2.3074,4.4913,-0.12509,-8.5986,-7.9241,1.2696,3.2371,-3.2354,-3.8566,1.1098,0.22077,-2.9235,0.077033,2.909,-0.19001,-2.2621,15
4.2739,8.6563,8.8381,3.4213,-2.252,-1.7636,4.229,8.822,7.9278,5.1764,6.0956,10.391,12.879,10.479,4.9833,-0.22591,-2.8202,-1.7236,1.1925,0.21377,-7.2138,-11.061,5.5113,43.855,78.519,78.876,43.043,1.7257,-14.729,-5.7156,7.2629,9.4657,4.7848,2.4511,3.2722,2.6838,15
-6.9341,-0.74375,2.9682,-1.7127,-4.7859,-3.5685,-4.8187,-6.5644,-2.7091,2.2882,0.21155,-1.7556,4.82,5.3973,-2.0961,2.7968,8.1343,-2.3148,1.3222,10.822,-20.429,-23.281,102.85,261.29,293.79,243.94,235.76,250.72,215.49,155.71,129.11,117.54,80.866,38.697,21.332,13.006,15
58.074,61.147,52.001,51.352,40.181,40.248,38.058,20.215,10.442,8.1793,2.6625,2.3058,3.1389,-2.1137,-2.2623,-0.00365,-3.4468,-4.1267,-1.0667,-3.1535,-6.1342,-3.8261,-1.1421,-1.3682,-0.36019,4.0556,4.386,0.91616,0.65141,0.49978,0.61394,1.0757,0.040132,0.639,-0.33801,-1.7727,15
